OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1080,2020-001AZ,2026-06-25T03:22:05.393280,15.69287948,.0002987,53.0437,126.4579,82.0865,278.0490,0,U,44961,999,35742,.55252E-3,.65731E-3,0
STARLINK-1090,2020-001BG,2026-06-25T04:30:33.609600,15.52488903,.0005877,53.1466,158.5262,39.0045,321.1388,0,U,44968,999,35699,.99673E-3,.62142E-3,0
TJS-5,2020-002A,2026-06-21T13:17:41.293824,1.00270465,.0007602,0.0070,11.8722,36.2066,168.5853,0,U,44978,999,2375,0,-.343E-5,0
JILIN-1 KUANFU 01,2020-003A,2026-06-25T04:01:07.043232,15.10761760,.0008122,97.5027,249.9670,275.1558,84.8744,0,U,45016,999,35653,.19239E-3,.313E-4,0
YINHE-1,2020-004A,2026-06-25T04:28:46.502976,14.79145608,.0012894,86.3936,111.9408,344.2183,15.8634,0,U,45024,999,34710,.9006E-4,.694E-5,0
GSAT-30,2020-005A,2026-06-25T04:26:12.544224,1.00271040,.0003764,0.0170,3.9357,80.3394,338.6240,0,U,45026,999,2358,0,0,0
EUTELSAT KONNECT,2020-005B,2026-06-24T04:07:25.820832,1.00269025,.00016539,0.0716,95.1186,128.4641,117.8018,0,U,45027,999,2440,0,.56E-6,0
STARLINK-1132,2020-006A,2026-06-25T00:57:28.394208,15.58061952,.0003384,53.1489,99.6163,90.1289,270.0111,0,U,45044,999,35358,.10386E-2,.79736E-3,0
STARLINK-1131,2020-006D,2026-06-25T03:45:21.405600,15.54488236,.0005507,53.1533,132.3301,59.0620,301.0932,0,U,45047,999,35313,.11637E-2,.78279E-3,0
STARLINK-1134,2020-006E,2026-06-24T23:58:14.515104,15.61291945,.0007443,53.0222,81.8447,133.4828,226.6804,0,U,45048,999,35380,.48977E-3,.42112E-3,0
STARLINK-1156,2020-006L,2026-06-25T04:13:57.055584,15.36383263,.0004905,53.1549,140.0427,47.6241,312.5177,0,U,45054,999,35302,.13163E-2,.47312E-3,0
STARLINK-1166,2020-006S,2026-06-25T04:30:27.603072,15.62316833,.0005226,53.0424,113.8860,73.9121,286.2467,0,U,45060,999,35337,.10583E-2,.95914E-3,0
STARLINK-1169,2020-006T,2026-06-25T04:07:27.115104,15.39917485,.0006031,53.1537,138.2201,29.1110,331.0230,0,U,45061,999,35305,.16215E-2,.65693E-3,0
STARLINK-1171,2020-006U,2026-06-24T23:24:47.100960,15.76904015,.0002337,53.0383,78.9596,74.1975,285.9302,0,U,45062,999,35384,.53304E-3,.88198E-3,0
STARLINK-1133,2020-006W,2026-06-25T03:32:50.199072,15.36395385,.0005512,53.1541,116.9588,60.5392,299.6161,0,U,45064,999,35335,.13016E-2,.468E-3,0
STARLINK-1167,2020-006AD,2026-06-25T01:22:15.746016,15.38958540,.0004112,53.1541,116.1373,27.1218,333.0001,0,U,45071,999,35335,.15078E-2,.59092E-3,0
STARLINK-1168,2020-006AE,2026-06-25T01:26:02.535648,15.36706427,.0004564,53.1547,117.5386,57.5362,302.6082,0,U,45072,999,35333,.99355E-3,.35936E-3,0
STARLINK-1172,2020-006AG,2026-06-25T01:38:34.329696,15.39991900,.0004486,53.1524,115.2962,42.9266,317.2089,0,U,45074,999,35336,.13004E-2,.52629E-3,0
STARLINK-1153,2020-006AN,2026-06-25T02:30:14.812704,15.39039374,.0005327,53.1560,115.8250,25.9766,334.1504,0,U,45080,999,35336,.13613E-2,.5342E-3,0
STARLINK-1151,2020-006AP,2026-06-25T06:00:02.000160,15.92139957,.0003171,53.0465,64.4481,232.6707,249.1720,0,U,45081,999,593,.8E-3,.270664E-2,.38656E-4
STARLINK-1185,2020-006AV,2026-06-25T00:28:14.819808,15.47837378,.0005125,53.1559,95.2836,76.7301,283.4279,0,U,45087,999,35364,.10911E-2,.57645E-3,0
STARLINK-1183,2020-006AW,2026-06-25T02:35:15.661824,15.36272164,.0005019,53.1553,101.9660,77.0117,283.1446,0,U,45088,999,35355,.12427E-2,.4447E-3,0
STARLINK-1152,2020-006BE,2026-06-24T22:22:37.396992,15.50918215,.0003478,53.0333,55.7618,144.8095,215.3143,0,U,45096,999,35416,.10818E-2,.63772E-3,0
STARLINK-1184,2020-006BG,2026-06-25T03:50:45.957696,15.15044440,.0005148,53.0494,118.2017,85.4643,274.6938,0,U,45098,999,35330,.14683E-2,.27582E-3,0
STARLINK-1193,2020-006BJ,2026-06-24T23:21:37.986048,15.69622720,.0004041,53.0457,65.0666,40.1672,319.9643,0,U,45100,999,35403,.50972E-3,.61424E-3,0
ONEWEB-0013,2020-008A,2026-06-25T02:48:10.332000,13.09454222,.0001911,87.8505,51.2250,51.5098,308.6200,0,U,45131,999,30710,.91802E-3,.329E-5,0
ONEWEB-0017,2020-008B,2026-06-25T02:14:51.677088,13.10363933,.0001785,87.8825,34.6940,91.8040,268.3292,0,U,45132,999,30898,-.16251E-2,-.555E-5,0
ONEWEB-0020,2020-008C,2026-06-25T03:20:50.938080,13.10418946,.0001426,87.8825,34.6831,103.7932,256.3354,0,U,45133,999,30938,-.20055E-1,-.6987E-4,0
ONEWEB-0021,2020-008D,2026-06-25T03:42:48.880224,13.10397901,.0001516,87.8818,34.6951,87.0518,273.0783,0,U,45134,999,30969,-.92643E-2,-.3221E-4,0
ONEWEB-0023,2020-008F,2026-06-25T02:08:45.518208,13.10374523,.0001976,87.8827,34.6913,80.9836,279.1515,0,U,45136,999,30911,-.15516E-2,-.529E-5,0
ONEWEB-0024,2020-008G,2026-06-25T03:18:34.197120,13.10420874,.0001411,87.8831,34.6742,105.8231,254.3052,0,U,45137,999,30928,-.1788E-1,-.6229E-4,0
ONEWEB-0025,2020-008H,2026-06-25T03:18:11.526624,13.10416877,.0002296,87.8838,34.6644,87.8374,272.3016,0,U,45138,999,30961,-.18797E-1,-.6549E-4,0
ONEWEB-0026,2020-008J,2026-06-25T02:14:32.561088,13.11416165,.0001893,87.8881,19.4940,91.5689,268.5656,0,U,45139,999,31214,.16626E-2,.602E-5,0
ONEWEB-0028,2020-008K,2026-06-25T01:39:07.381152,13.11417108,.000178,87.8879,19.5072,68.2316,291.9002,0,U,45140,999,30965,-.45244E-3,-.148E-5,0
ONEWEB-0032,2020-008L,2026-06-25T02:17:28.976064,13.10361493,.0002027,87.8830,34.6950,70.7497,289.3849,0,U,45141,999,30933,-.39809E-3,-.126E-5,0
ONEWEB-0033,2020-008M,2026-06-25T03:30:36.221184,13.10403158,.0002019,87.8819,34.6916,100.6327,259.5027,0,U,45142,999,30925,-.14092E-1,-.4906E-4,0
ONEWEB-0035,2020-008N,2026-06-25T04:00:05.789952,13.10375351,.0001817,87.8824,34.6806,87.7595,272.3741,0,U,45143,999,30898,-.10976E-2,-.37E-5,0
ONEWEB-0036,2020-008P,2026-06-25T03:27:45.417024,13.10007400,.0001413,87.8839,34.6992,79.2050,280.9236,0,U,45144,999,30940,.11623E-1,.405E-4,0
ONEWEB-0038,2020-008Q,2026-06-25T02:29:23.246592,13.11414376,.0000345,87.8896,19.5018,155.0301,205.0843,0,U,45145,999,31136,.11061E-2,.405E-5,0
ONEWEB-0039,2020-008R,2026-06-24T00:06:10.644768,13.10448247,.00017806,87.8811,34.9096,67.5775,292.5541,0,U,45146,999,30905,.60914158E-3,.226E-5,0
ONEWEB-0040,2020-008S,2026-06-24T03:36:18.165600,13.10434898,.00011455,87.8799,34.8898,79.8071,280.3186,0,U,45147,999,30877,.1191181E-2,.429E-5,0
ONEWEB-0043,2020-008U,2026-06-25T03:28:10.924032,13.10397375,.0001474,87.8808,34.6812,54.9616,305.1650,0,U,45149,999,30922,-.20258E-1,-.7056E-4,0
ONEWEB-0044,2020-008V,2026-06-25T04:09:41.849856,13.10351076,.0001759,87.8836,34.6768,79.0984,281.0341,0,U,45150,999,30952,-.15917E-2,-.543E-5,0
ONEWEB-0045,2020-008W,2026-06-25T02:21:52.130592,13.11415628,.0001718,87.8891,19.4849,83.7837,276.3486,0,U,45151,999,31144,.14651E-2,.532E-5,0
ONEWEB-0047,2020-008X,2026-06-25T03:59:42.232992,13.10374596,.0001661,87.8834,34.6773,90.0341,270.0977,0,U,45152,999,30924,-.14846E-2,-.506E-5,0
ONEWEB-0048,2020-008Y,2026-06-25T03:52:35.239008,13.10396919,.0001797,87.8820,34.6988,91.0064,269.1269,0,U,45153,999,30885,-.13563E-2,-.461E-5,0
ONEWEB-0049,2020-008Z,2026-06-25T02:07:18.583392,13.10377623,.0002187,87.8821,34.7029,79.6836,280.4538,0,U,45154,999,30906,-.32778E-2,-.1131E-4,0
ONEWEB-0051,2020-008AA,2026-06-25T02:19:25.990176,13.11417643,.0001412,87.8884,19.4927,105.6776,254.4508,0,U,45155,999,31212,.46587E-2,.1664E-4,0
ONEWEB-0052,2020-008AB,2026-06-25T02:37:02.544672,13.10342519,.0002521,87.8839,34.6853,75.0674,285.0733,0,U,45156,999,30897,.86111E-2,.3018E-4,0
ONEWEB-0053,2020-008AC,2026-06-25T03:23:15.965664,13.10430683,.0001067,87.8790,34.6994,87.8365,272.2884,0,U,45157,999,30895,-.17372E-1,-.6052E-4,0
ONEWEB-0054,2020-008AD,2026-06-25T02:24:38.906784,13.10338180,.0001879,87.8834,34.6921,84.1591,275.9750,0,U,45158,999,30906,-.17963E-2,-.614E-5,0
ONEWEB-0056,2020-008AE,2026-06-25T03:32:50.708832,13.10400977,.0002208,87.8833,34.6749,86.8040,273.3340,0,U,45159,999,30922,-.13264E-1,-.4617E-4,0
ONEWEB-0057,2020-008AF,2026-06-25T02:07:42.828960,13.10380426,.0002048,87.8828,34.6995,70.4996,289.6353,0,U,45160,999,30938,-.37451E-2,-.1295E-4,0
ONEWEB-0058,2020-008AG,2026-06-25T03:38:40.214112,13.10370501,.0001641,87.8817,34.6921,89.5334,270.5981,0,U,45161,999,30946,.47012E-3,.177E-5,0
ONEWEB-0059,2020-008AH,2026-06-25T03:33:14.351328,13.10396349,.000177,87.8817,34.6928,72.8323,287.2998,0,U,45162,999,30936,-.13988E-1,-.4869E-4,0
ONEWEB-0062,2020-008AJ,2026-06-25T04:07:02.193024,13.10366647,.0001865,87.8840,34.6753,92.9338,267.2003,0,U,45163,999,30923,.14844E-2,.531E-5,0
ONEWEB-0065,2020-008AK,2026-06-25T03:05:59.023968,13.10322634,.0002314,87.8845,34.6915,77.6298,282.5088,0,U,45164,999,30892,.1573E-1,.5503E-4,0
STARLINK-1143,2020-012B,2026-06-25T06:00:02.000160,15.96558412,.0007398,53.0298,151.6624,52.1893,16.8181,0,U,45179,999,602,.76705E-3,.330111E-2,.54916E-4
STARLINK-1202,2020-012F,2026-06-23T22:46:22.462176,15.36075794,.00029302,53.1531,264.1739,313.7076,46.3684,0,U,45183,999,35124,.91751107E-3,.32465E-3,0
STARLINK-1216,2020-012H,2026-06-23T15:56:31.478208,15.36428144,.00030895,53.1545,265.3271,311.9039,48.1700,0,U,45185,999,35114,.94596791E-3,.33875E-3,0
STARLINK-1225,2020-012K,2026-06-23T12:46:56.261568,15.36440576,.00033491,53.1553,266.4052,318.2832,41.7915,0,U,45187,999,35116,.95410926E-3,.34186E-3,0
STARLINK-1230,2020-012M,2026-06-23T13:05:15.820800,15.36263978,.00031611,53.1535,266.4332,317.2029,42.8728,0,U,45189,999,34839,.95731443E-3,.34105E-3,0
STARLINK-1234,2020-012N,2026-06-25T06:00:02.000160,15.81425440,.0001368,53.0333,153.2931,95.9039,49.1664,0,U,45190,999,593,.37556E-3,.76018E-3,0
STARLINK-1269,2020-012V,2026-06-23T11:24:02.959200,15.36327625,.00018149,53.1541,266.6024,337.0170,23.0752,0,U,45197,999,35113,.10259883E-2,.36665E-3,0
STARLINK-1154,2020-012W,2026-06-23T19:43:10.283520,15.64960647,.00039679,53.0400,216.3506,27.5542,332.5682,0,U,45198,999,35181,.3302355E-3,.32577E-3,0
STARLINK-1199,2020-012Z,2026-06-23T21:38:03.282432,15.36359218,.00044014,53.1548,248.8703,339.9396,20.1434,0,U,45201,999,35144,.10565183E-2,.37819E-3,0
STARLINK-1209,2020-012AE,2026-06-25T06:00:02.000160,15.72247565,.0001552,53.0353,169.1566,94.3837,80.8278,0,U,45206,999,590,-.47214E-4,-.6971E-4,0
STARLINK-1231,2020-012AL,2026-06-24T21:03:31.235040,15.28878295,.0002287,53.0358,240.2521,67.6352,292.4888,0,U,45212,999,35158,.83499E-3,.23466E-3,0
STARLINK-1271,2020-012AR,2026-06-24T05:20:02.050944,15.36553722,.00041361,53.1549,247.4668,346.6137,13.4756,0,U,45217,999,35149,.95671217E-3,.3441E-3,0
STARLINK-1191,2020-012AW,2026-06-23T20:02:05.563968,15.40630984,.000334,53.1525,221.8202,322.9122,37.1653,0,U,45222,999,35182,.99070384E-3,.40791E-3,0
STARLINK-1212,2020-012AX,2026-06-25T03:49:45.355008,15.71000226,.0001567,53.0378,185.0569,91.6899,268.4297,0,U,45223,999,35243,.52859E-3,.6754E-3,0
STARLINK-1215,2020-012AZ,2026-06-23T19:54:55.596096,15.36670875,.00049813,53.1540,223.5582,346.4685,13.6184,0,U,45225,999,35175,.99961245E-3,.36119E-3,0
STARLINK-1221,2020-012BB,2026-06-25T01:26:06.832320,15.45338460,.0003453,53.0630,119.4420,21.7256,338.3896,0,U,45227,999,35329,.57875E-3,.27723E-3,0
STARLINK-1222,2020-012BC,2026-06-25T04:01:08.011776,15.56433314,.0003689,53.0512,184.9100,48.2850,311.8475,0,U,45228,999,35232,.5072E-3,.36182E-3,0
STARLINK-1226,2020-012BD,2026-06-23T19:55:08.052384,15.45834836,.00053009,53.1536,218.5700,346.7483,13.3384,0,U,45229,999,35176,.92062155E-3,.45229E-3,0
STARLINK-1227,2020-012BE,2026-06-23T20:07:50.382912,15.45927110,.00050947,53.1524,218.6213,340.1884,19.8925,0,U,45230,999,35188,.92409924E-3,.45547E-3,0
STARLINK-1246,2020-012BK,2026-06-23T14:40:26.550624,15.36462815,.00032,53.1536,265.5881,301.8787,58.1905,0,U,45235,999,35121,.22256225E-2,.80814E-3,0
STARLINK-1270,2020-012BM,2026-06-25T06:00:02.000160,15.70135678,.0001793,53.0376,186.4105,91.5155,135.3180,0,U,45237,999,589,-.17509E-3,-.22131E-3,0
JCSAT-17,2020-013A,2026-06-24T00:07:38.712288,1.00271941,.00029997,5.3918,356.9457,93.2691,319.8749,0,U,45245,999,2330,0,-.313E-5,0
GEO-KOMPSAT-2B,2020-013B,2026-06-24T23:31:18.160320,1.00270202,.0000197,0.0414,230.7603,37.9832,125.4612,0,U,45246,999,2335,0,-.335E-5,0
MERIDIAN 9,2020-015A,2026-06-23T22:44:50.039232,2.00604730,.6855366,65.5301,318.2632,277.7866,15.3655,0,U,45254,999,4642,0,-.173E-5,0
BEIDOU-3 G2,2020-017A,2026-06-25T04:25:27.616224,1.00271985,.0002453,2.8809,47.4841,36.6882,335.6079,0,U,45344,999,2334,0,-.134E-5,0
COSMOS 2545 [GLONASS-M],2020-018A,2026-06-22T09:16:10.204608,2.13102349,.00085569,64.3519,312.2361,229.6925,130.2259,0,U,45358,999,4877,0,-.76E-6,0
STARLINK-1279,2020-019A,2026-06-25T04:26:27.805920,15.82025799,.000066,53.0344,288.1949,116.8931,243.2158,0,U,45360,999,34754,.12357E-2,.264616E-2,0
STARLINK-1301,2020-019B,2026-06-23T17:35:09.755520,15.83479291,.0003275,53.0335,297.6643,343.1540,16.9373,0,U,45361,999,34729,.44096096E-3,.98732E-3,0
STARLINK-1262,2020-019G,2026-06-24T23:01:40.324800,15.35507981,.0003486,53.1549,25.8346,142.9684,217.1560,0,U,45366,999,34619,.13148E-2,.45928E-3,0
STARLINK-1273,2020-019H,2026-06-25T04:49:58.024992,15.59346743,.0002416,53.0441,357.2825,115.6497,244.4765,0,U,45367,999,34659,.11668E-2,.94285E-3,0
STARLINK-1277,2020-019K,2026-06-25T04:39:13.949280,15.68749629,.0000676,53.0411,350.3337,74.2787,285.8303,0,U,45369,999,34669,.56705E-3,.6598E-3,0
STARLINK-1281,2020-019L,2026-06-23T23:39:32.121216,15.36228689,.00043059,53.1534,29.9281,127.5272,232.6123,0,U,45370,999,34605,.10641424E-2,.37934E-3,0
STARLINK-1300,2020-019Q,2026-06-24T23:13:17.629824,15.36904031,.000361,53.1584,25.1660,140.4057,219.7210,0,U,45374,999,34620,.12408E-2,.45317E-3,0
STARLINK-1302,2020-019R,2026-06-24T05:04:02.993664,15.68920878,.00034244,53.0459,351.0080,114.5120,245.6254,0,U,45375,999,34659,.43335558E-3,.50559E-3,0
STARLINK-1304,2020-019S,2026-06-24T04:36:29.050560,15.64942662,.00027436,53.0417,352.9038,148.5184,211.5995,0,U,45376,999,34656,.41992609E-3,.41584E-3,0
STARLINK-1305,2020-019T,2026-06-23T20:47:27.112992,15.73487162,.00031326,53.0387,332.0284,314.0951,45.9809,0,U,45377,999,34683,.43835386E-3,.62143E-3,0
STARLINK-1319,2020-019V,2026-06-24T23:19:39.435744,15.80534378,.000079,53.0365,317.4310,34.5378,325.5694,0,U,45379,999,34713,.54451E-3,.106439E-2,0
STARLINK-1266,2020-019Z,2026-06-23T20:42:28.737504,15.67301114,.00011794,53.0451,339.1799,294.8660,65.2232,0,U,45383,999,34672,.42325376E-3,.46145E-3,0
STARLINK-1267,2020-019AA,2026-06-25T06:00:02.000160,15.71554499,.0001342,53.0426,323.5016,90.9696,34.5948,0,U,45384,999,590,.86786E-4,.10768E-3,0
STARLINK-1272,2020-019AC,2026-06-25T06:00:02.000160,15.75981492,.0001245,53.0381,301.7304,77.4011,194.1017,0,U,45386,999,587,.78486E-3,.125511E-2,0
STARLINK-1274,2020-019AD,2026-06-24T23:56:50.077248,15.64730436,.0005003,53.0186,303.1606,232.3486,127.7074,0,U,45387,999,34732,.56719E-3,.56006E-3,0
STARLINK-1280,2020-019AE,2026-06-24T02:24:12.760416,15.86009985,.00029321,53.0347,313.4701,340.6440,19.4472,0,U,45388,999,34709,.52714962E-3,.134014E-2,0
STARLINK-1283,2020-019AF,2026-06-23T02:37:28.856928,15.73403140,.00034359,53.0399,311.2982,271.5700,88.4924,0,U,45389,999,34705,.36480584E-3,.5136E-3,0
STARLINK-1284,2020-019AG,2026-06-24T03:51:53.322048,15.71802301,.00032142,53.0411,330.1606,59.9407,300.1929,0,U,45390,999,34687,.460995E-3,.6082E-3,0
STARLINK-1297,2020-019AM,2026-06-25T06:00:02.000160,15.74700759,.0000804,53.0407,323.8553,64.6954,228.5084,0,U,45395,999,591,.31025E-3,.4608E-3,0
STARLINK-1307,2020-019AP,2026-06-24T04:19:28.412544,15.57762604,.00005499,53.0533,336.6529,192.0339,168.0659,0,U,45397,999,34661,.44172955E-3,.33046E-3,0
STARLINK-1255,2020-019AR,2026-06-24T01:24:41.211648,15.67253259,.00021231,53.0335,303.9728,168.3054,191.8011,0,U,45399,999,34704,.42079619E-3,.45784E-3,0
STARLINK-1260,2020-019AW,2026-06-24T04:35:16.633536,15.39368411,.00037523,53.1561,351.3174,143.9680,216.1578,0,U,45404,999,34632,.11561093E-2,.45747E-3,0
STARLINK-1263,2020-019AX,2026-06-24T04:37:58.239552,15.36491812,.00042741,53.1562,352.9109,229.3098,130.7534,0,U,45405,999,34630,.18784458E-2,.68103E-3,0
STARLINK-1265,2020-019AY,2026-06-23T18:58:24.292416,15.39721324,.00023689,53.1556,353.1549,132.9602,227.1602,0,U,45406,999,34626,.10758828E-2,.43024E-3,0
STARLINK-1278,2020-019BA,2026-06-25T06:00:02.000160,15.75647568,.0001415,53.0393,322.6525,60.9936,147.4035,0,U,45408,999,591,.69192E-3,.108742E-2,0
STARLINK-1296,2020-019BE,2026-06-25T04:35:11.980896,15.40055343,.0002777,53.1547,346.2215,132.3852,227.7389,0,U,45412,999,34648,.1389E-2,.56381E-3,0
STARLINK-1309,2020-019BG,2026-06-25T06:00:02.000160,15.74298762,.0001261,53.0595,316.7831,63.8647,318.1157,0,U,45414,999,591,.67358E-3,.99676E-3,0
STARLINK-1316,2020-019BH,2026-06-24T04:24:14.183136,15.40269073,.00034053,53.1546,350.8699,136.9407,223.1865,0,U,45415,999,34635,.1178637E-2,.48071E-3,0
STARLINK-1286,2020-019BK,2026-06-24T03:36:34.225632,15.65858472,.00029231,53.0454,334.3193,303.9549,56.1188,0,U,45417,999,34681,.55441008E-3,.57256E-3,0
STARLINK-1308,2020-019BM,2026-06-25T04:20:15.036576,15.67429542,.0006044,53.0469,348.4618,93.5397,266.6309,0,U,45419,999,34645,.54857E-3,.60444E-3,0
ONEWEB-0066,2020-020A,2026-06-25T00:07:34.896000,13.11417929,.0001651,87.8882,19.5146,84.6353,275.4963,0,U,45424,999,30370,.1088E-2,.398E-5,0
ONEWEB-0067,2020-020B,2026-06-25T02:51:55.340064,13.11423334,.0001854,87.8902,19.4148,81.8136,278.3202,0,U,45425,999,30377,-.58349E-3,-.194E-5,0
ONEWEB-0080,2020-020C,2026-06-25T02:51:20.977056,13.11414374,.0001709,87.8894,19.4887,97.2355,262.8967,0,U,45426,999,30374,-.55003E-3,-.182E-5,0
ONEWEB-0090,2020-020D,2026-06-25T01:42:59.740128,13.11418293,.0001809,87.8893,19.5029,89.3145,270.8191,0,U,45427,999,30370,.26508E-4,.22E-6,0
ONEWEB-0061,2020-020E,2026-06-25T02:28:59.255904,13.11414920,.0001775,87.8889,19.4809,87.4943,272.6388,0,U,45428,999,30366,.11866E-2,.433E-5,0
ONEWEB-0081,2020-020F,2026-06-25T00:12:27.995040,13.11427034,.0001764,87.8887,19.5100,80.4507,279.6820,0,U,45429,999,30376,-.37554E-2,-.1318E-4,0
ONEWEB-0069,2020-020G,2026-06-25T02:04:58.395072,13.11416435,.0001513,87.8890,19.4975,94.2852,265.8449,0,U,45430,999,30370,.15086E-2,.547E-5,0
ONEWEB-0031,2020-020H,2026-06-24T23:16:17.544864,13.11414943,.0001819,87.8877,19.5254,93.5351,266.5985,0,U,45431,999,30367,-.9903E-3,-.338E-5,0
ONEWEB-0027,2020-020J,2026-06-25T00:09:34.911648,13.17652399,.0002186,87.9134,4.3096,101.9663,258.1714,0,U,45432,999,30738,-.41022E-4,-.3E-7,0
ONEWEB-0064,2020-020K,2026-06-25T01:03:43.607808,13.11415382,.0001845,87.8884,19.5020,92.3692,267.7647,0,U,45433,999,30371,-.90724E-3,-.309E-5,0
ONEWEB-0018,2020-020L,2026-06-25T01:49:54.634656,13.11421446,.00014,87.8885,19.4956,86.0957,274.0331,0,U,45434,999,30366,.49842E-3,.189E-5,0
ONEWEB-0083,2020-020M,2026-06-25T01:35:40.092864,13.11418572,.0001767,87.8892,19.4917,89.2179,270.9151,0,U,45435,999,30370,-.80824E-3,-.274E-5,0
ONEWEB-0095,2020-020N,2026-06-25T01:23:26.384064,13.11416154,.0002533,87.8891,19.5020,88.3859,271.7559,0,U,45436,999,30370,-.13894E-2,-.48E-5,0
ONEWEB-0092,2020-020P,2026-06-25T02:07:11.872704,13.11412239,.0002049,87.8889,19.4872,82.3597,277.7764,0,U,45437,999,30382,.17006E-2,.615E-5,0
ONEWEB-0085,2020-020Q,2026-06-25T01:35:16.323360,13.11418562,.0001863,87.8884,19.4984,86.9032,273.2309,0,U,45438,999,30370,-.86093E-3,-.292E-5,0
ONEWEB-0096,2020-020R,2026-06-25T01:37:53.374368,13.11417047,.0001939,87.8889,19.4942,88.2035,271.9315,0,U,45439,999,30369,-.38216E-3,-.123E-5,0
ONEWEB-0037,2020-020S,2026-06-25T02:21:33.679872,13.11913106,.0001888,87.8902,19.4608,86.2958,273.8386,0,U,45440,999,30373,.13713E-2,.502E-5,0
ONEWEB-0042,2020-020T,2026-06-25T01:23:03.719616,13.11417274,.0001824,87.8890,19.4924,84.4532,275.6804,0,U,45441,999,30369,-.13159E-2,-.454E-5,0
ONEWEB-0098,2020-020U,2026-06-25T03:07:00.806016,13.11417592,.000181,87.8888,19.4873,89.8001,270.3335,0,U,45442,999,30368,-.12901E-2,-.445E-5,0
ONEWEB-0055,2020-020V,2026-06-25T02:36:19.550304,13.11416118,.0001813,87.8888,19.4903,90.0863,270.0472,0,U,45443,999,30365,.48903E-3,.186E-5,0
ONEWEB-0093,2020-020W,2026-06-25T02:07:24.328128,13.11520317,.0001758,87.8893,19.4874,49.0294,311.0985,0,U,45444,999,30371,-.55537E-1,-.19658E-3,0
ONEWEB-0029,2020-020X,2026-06-25T02:46:27.710400,13.11413825,.0001662,87.8879,19.4903,81.1136,279.0180,0,U,45445,999,30369,-.48643E-3,-.16E-5,0
ONEWEB-0068,2020-020Y,2026-06-25T02:07:02.548416,13.11328194,.0001645,87.8890,19.4913,105.2671,254.8639,0,U,45446,999,30363,.50516E-1,.17928E-3,0
ONEWEB-0046,2020-020Z,2026-06-25T00:05:08.458368,13.11418280,.00019,87.8884,19.5135,78.6184,281.5157,0,U,45447,999,30363,.94254E-3,.347E-5,0
ONEWEB-0063,2020-020AA,2026-06-25T02:36:42.288192,13.11413849,.0002091,87.8890,19.4918,83.8006,276.3360,0,U,45448,999,30373,.4726E-3,.18E-5,0
ONEWEB-0019,2020-020AB,2026-06-25T01:42:35.891136,13.11418972,.0001802,87.8886,19.4855,91.9338,268.1996,0,U,45449,999,30357,-.13973E-3,-.37E-6,0
ONEWEB-0094,2020-020AC,2026-06-25T00:35:05.292384,13.17648058,.0001642,87.9140,4.2904,90.9897,269.1422,0,U,45450,999,30734,.17031E-3,.79E-6,0
ONEWEB-0087,2020-020AD,2026-06-25T01:01:04.840032,13.11414866,.0001587,87.8897,19.4798,81.5269,278.6038,0,U,45451,999,30361,-.69633E-3,-.234E-5,0
ONEWEB-0082,2020-020AE,2026-06-25T00:56:12.350112,13.11414438,.0001663,87.8890,19.4963,72.0332,288.0977,0,U,45452,999,30370,-.32371E-3,-.102E-5,0
ONEWEB-0050,2020-020AF,2026-06-25T03:10:35.243040,14.90409272,.0001558,88.9283,232.1307,14.0864,346.0408,0,U,45453,999,34156,.20541E-3,.2021E-4,0
ONEWEB-0034,2020-020AG,2026-06-25T01:50:19.668192,13.11421929,.0001931,87.8894,19.4986,80.8554,279.2792,0,U,45454,999,30362,-.12191E-2,-.419E-5,0
ONEWEB-0060,2020-020AH,2026-06-25T02:35:17.318976,13.11413908,.000094,87.8882,19.4895,66.0245,294.0981,0,U,45455,999,30358,.52986E-3,.2E-5,0
ONEWEB-0086,2020-020AJ,2026-06-25T00:14:43.095264,13.11417260,.0001017,87.8893,19.5046,107.0189,253.1050,0,U,45456,999,30363,.16272E-2,.589E-5,0
ONEWEB-0088,2020-020AK,2026-06-25T01:33:00.512064,13.11417611,.0002118,87.8900,19.4677,77.9953,282.1412,0,U,45457,999,30357,-.80168E-3,-.271E-5,0
YAOGAN-30 07A,2020-021A,2026-06-25T04:53:55.324320,15.02744499,.0002617,34.9935,162.0099,90.9657,269.1351,0,U,45460,999,34176,.12842E-3,.1722E-4,0
YAOGAN-30 07B,2020-021B,2026-06-25T04:21:54.558144,15.02704052,.0003089,34.9926,161.7506,282.0253,78.0109,0,U,45461,999,34169,.15342E-3,.2061E-4,0
YAOGAN-30 07C,2020-021C,2026-06-25T05:25:26.497632,15.02708287,.0000499,34.9941,159.5380,149.9597,210.1140,0,U,45462,999,34162,.15132E-3,.2032E-4,0
AEHF-6 (USA 298),2020-022B,2026-06-24T23:34:02.895744,1.00269247,.0042687,2.5307,301.2645,17.2781,85.8338,0,U,45465,999,2309,0,-.288E-5,0
