OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-6354,2023-078T,2026-06-25T01:23:38.791104,14.98329729,.0002835,70.0002,53.8489,269.1350,90.9484,0,U,56784,999,16925,-.43906E-5,-.145E-5,0
STARLINK-5931,2023-078U,2026-06-25T02:00:01.785600,14.98331296,.0002963,70.0003,73.8045,268.0835,91.9985,0,U,56785,999,16945,.6353E-6,-.85E-6,0
STARLINK-6341,2023-078V,2026-06-25T01:11:38.909760,14.98320652,.0002471,70.0019,53.8200,270.5529,89.5347,0,U,56786,999,16925,.17865E-3,.2039E-4,0
STARLINK-6326,2023-078W,2026-06-25T02:11:41.446752,14.98328634,.0003014,69.9998,53.5683,271.6809,88.4005,0,U,56787,999,16926,-.23329E-3,-.2875E-4,0
STARLINK-6336,2023-078X,2026-06-25T01:05:36.899808,14.98331251,.0002889,70.0000,53.8064,268.8019,91.2809,0,U,56788,999,16925,-.22168E-4,-.357E-5,0
STARLINK-6345,2023-078Z,2026-06-25T00:41:15.847296,14.98338339,.0002936,69.9997,33.8639,266.1220,93.9603,0,U,56790,999,16974,.6393E-4,.67E-5,0
STARLINK-5977,2023-078AA,2026-06-25T02:42:04.224096,14.98332899,.0002194,70.0004,73.5098,268.5493,91.5415,0,U,56791,999,16877,-.9896E-4,-.1273E-4,0
STARLINK-6046,2023-078AB,2026-06-25T03:42:10.738080,14.98340732,.0002369,70.0000,73.6520,276.9081,83.1809,0,U,56792,999,16877,.23599E-3,.2725E-4,0
STARLINK-6052,2023-078AC,2026-06-25T03:06:07.975008,14.98319785,.0002882,69.9997,73.5634,262.1607,97.9224,0,U,56793,999,16877,-.63659E-4,-.852E-5,0
STARLINK-6060,2023-078AD,2026-06-25T00:53:35.594592,14.98330709,.000268,70.0000,53.7772,267.1735,92.9117,0,U,56794,999,16925,.69102E-5,-.11E-6,0
STARLINK-6061,2023-078AE,2026-06-25T01:53:53.636064,14.98334243,.0003082,69.9999,53.5205,269.0443,91.0363,0,U,56795,999,16926,.49141E-4,.493E-5,0
STARLINK-6049,2023-078AF,2026-06-25T03:30:10.104192,14.98333303,.0002954,69.9999,73.6220,268.0351,92.0469,0,U,56796,999,16877,.18477E-3,.2112E-4,0
STARLINK-6058,2023-078AG,2026-06-25T00:35:55.679136,14.98324056,.0003414,69.9992,73.9930,273.9349,86.1419,0,U,56797,999,16875,-.28385E-3,-.3478E-4,0
STARLINK-5953,2023-078AJ,2026-06-25T03:12:07.278048,14.98332278,.0002935,70.0001,73.5737,269.1993,90.8829,0,U,56799,999,16877,.18781E-4,.131E-5,0
STARLINK-6036,2023-078AK,2026-06-25T03:18:07.731072,14.98335021,.0002758,70.0000,73.5914,269.4606,90.6237,0,U,56800,999,16877,.57977E-4,.599E-5,0
STARLINK-6087,2023-078AL,2026-06-25T00:29:33.805824,14.98347722,.000313,69.9990,53.7187,257.3574,102.7235,0,U,56801,999,16925,-.22964E-3,-.2833E-4,0
STARLINK-6029,2023-078AN,2026-06-25T03:00:06.270912,14.98328142,.0002897,70.0001,73.5481,269.7305,90.3522,0,U,56803,999,16877,-.11302E-4,-.228E-5,0
STARLINK-6069,2023-078AP,2026-06-25T02:17:41.957664,14.98333911,.0002592,70.0000,53.5797,271.5680,88.5182,0,U,56804,999,16993,.29324E-4,.257E-5,0
STARLINK-6064,2023-078AQ,2026-06-25T02:23:42.650016,14.98333865,.0002449,69.9999,53.5923,271.7229,88.3649,0,U,56805,999,16926,.37022E-4,.349E-5,0
STARLINK-6072,2023-078AR,2026-06-24T23:53:09.727008,14.98329251,.0002779,70.0001,33.7467,265.2087,94.8755,0,U,56806,999,16971,-.11947E-4,-.236E-5,0
STARLINK-6073,2023-078AS,2026-06-25T01:53:39.544224,14.98335047,.0003197,70.0022,53.5187,269.9411,90.1381,0,U,56807,999,16925,.41783E-3,.4897E-4,0
STARLINK-6042,2023-078AT,2026-06-24T22:49:35.541120,14.98334031,.0002991,70.0005,4.0958,267.4913,92.5904,0,U,56808,999,17048,.42332E-4,.412E-5,0
STARLINK-6040,2023-078AU,2026-06-25T02:30:03.697344,14.98323870,.0002884,70.0001,73.4755,267.8948,92.1881,0,U,56809,999,16877,-.60263E-4,-.812E-5,0
STARLINK-6031,2023-078AV,2026-06-25T02:54:05.517216,14.98330871,.0002778,70.0000,73.5332,268.9599,91.1242,0,U,56810,999,16877,-.20146E-5,-.117E-5,0
STARLINK-6065,2023-078AX,2026-06-25T00:29:47.867424,14.98342125,.0002949,69.9995,53.7237,270.4983,89.5838,0,U,56812,999,16925,.10302E-3,.1137E-4,0
STARLINK-6056,2023-078AY,2026-06-25T02:24:16.413408,14.98333920,.0002771,70.0007,73.4614,269.2745,90.8096,0,U,56813,999,16877,-.42072E-4,-.595E-5,0
STARLINK-6059,2023-078AZ,2026-06-25T02:36:03.701952,14.98343981,.0002811,70.0001,73.4891,265.4420,94.6418,0,U,56814,999,16877,.13934E-3,.1571E-4,0
STARLINK-6067,2023-078BB,2026-06-25T01:47:39.918048,14.98324727,.0003053,70.0000,53.5046,267.9034,92.1775,0,U,56816,999,16926,.99151E-4,.109E-4,0
STARLINK-6028,2023-078BD,2026-06-25T02:24:02.077920,14.98338560,.0002618,70.0023,73.4594,270.3806,89.7053,0,U,56818,999,16946,.3129E-3,.3643E-4,0
STARLINK-30119,2023-079A,2026-06-23T20:45:04.356864,15.27572868,.00018912,43.0061,227.6656,273.4380,86.6256,0,U,56823,999,16955,.713169E-5,-.66E-6,0
STARLINK-30120,2023-079B,2026-06-23T14:48:47.576448,15.27579014,.00014978,43.0029,229.2531,270.3462,89.7218,0,U,56824,999,16940,.36219821E-4,.735E-5,0
STARLINK-30084,2023-079C,2026-06-23T13:21:47.655648,15.27610713,.00017659,43.0029,228.8046,267.6031,92.4618,0,U,56825,999,16908,-.2042293E-5,-.319E-5,0
STARLINK-30114,2023-079D,2026-06-23T20:33:56.811456,15.27550363,.000115,43.0007,227.4196,270.3586,89.7134,0,U,56826,999,16943,.445117E-4,.962E-5,0
STARLINK-30151,2023-079E,2026-06-23T20:21:01.230624,15.27583361,.00009449,42.9991,227.5303,279.1006,80.9739,0,U,56827,999,16912,-.763943E-5,-.472E-5,0
STARLINK-30152,2023-079F,2026-06-23T20:26:34.046016,15.27573873,.00010304,43.0006,227.5698,275.0819,84.9915,0,U,56828,999,16912,.2016319E-5,-.206E-5,0
STARLINK-30128,2023-079K,2026-06-23T18:18:06.151680,15.27584658,.00014488,43.0005,202.1909,276.5093,83.5593,0,U,56832,999,16300,-.20908829E-4,-.838E-5,0
STARLINK-30131,2023-079L,2026-06-23T19:21:33.886080,15.24340465,.00017902,42.9987,206.1106,22.0690,338.0237,0,U,56833,999,16936,.22676189E-3,.5409E-4,0
STARLINK-30069,2023-079M,2026-06-23T20:21:43.033536,15.27578952,.00014133,43.0021,224.1311,266.0349,94.0341,0,U,56834,999,16916,.52993393E-4,.1196E-4,0
STARLINK-30144,2023-079N,2026-06-23T20:27:13.898016,15.40149112,.0012825,42.9912,218.9087,50.8530,309.3464,0,U,56835,999,16922,.14388194E-2,.59332E-3,0
STARLINK-30142,2023-079P,2026-06-23T14:21:45.306720,15.27572474,.00015728,43.0043,225.6968,276.4294,83.6379,0,U,56836,999,16912,-.785024E-6,-.284E-5,0
STARLINK-30133,2023-079Q,2026-06-23T10:11:40.216128,15.27577224,.00021889,43.0055,229.5191,283.8076,76.2532,0,U,56837,999,16906,-.8702968E-5,-.502E-5,0
STARLINK-30123,2023-079R,2026-06-24T23:20:10.230432,15.27588467,.0001247,43.0034,148.0660,296.6011,63.4713,0,U,56838,999,17015,.83199E-4,.2029E-4,0
STARLINK-30076,2023-079S,2026-06-23T20:19:09.205248,15.27579643,.0001448,42.9993,227.5123,276.6605,83.4081,0,U,56839,999,16912,.20566416E-4,.304E-5,0
STARLINK-30073,2023-079T,2026-06-25T04:00:00.999072,15.27560212,.0001468,43.0010,45.4042,270.8296,347.9273,0,U,56840,999,584,.13928E-2,.38241E-3,0
STARLINK-30078,2023-079U,2026-06-24T07:17:24.360288,15.27576237,.0001169,42.9989,177.2619,279.4222,80.6498,0,U,56841,999,16975,.15938081E-4,.177E-5,0
STARLINK-30135,2023-079V,2026-06-23T14:22:51.879648,15.27575136,.00010399,43.0001,229.0130,235.2381,124.8373,0,U,56842,999,16908,.1110676E-4,.44E-6,0
STARLINK-30137,2023-079W,2026-06-23T20:04:21.125568,15.27567433,.00014254,43.0002,227.3531,270.9911,89.0777,0,U,56843,999,16912,-.61542405E-4,-.1955E-4,0
STARLINK-30136,2023-079X,2026-06-23T20:24:41.223168,15.27574928,.0001174,43.0004,227.4530,275.7410,84.3308,0,U,56844,999,16912,.5351705E-5,-.115E-5,0
2023-081A,2023-081A,2026-06-25T04:45:49.148064,15.23334534,.0001824,97.3702,246.1499,123.9881,236.1530,0,U,56846,999,16923,.28997E-3,.6818E-4,0
2023-081W,2023-081W,2026-06-25T03:30:50.510016,15.25097644,.0009806,97.2898,239.4690,352.4284,7.6805,0,U,56866,999,16924,.32532E-3,.8083E-4,0
LONGJIANG 3,2023-082A,2026-06-25T01:32:55.356576,15.42274448,.0004369,49.1090,4.3495,90.7638,269.3812,0,U,56874,999,17058,.1245E-3,.5056E-4,0
STARLINK-6206,2023-083A,2026-06-23T18:48:58.347360,15.27573705,.00010996,43.0004,206.2500,265.4168,94.6558,0,U,56876,999,16785,-.8472071E-5,-.495E-5,0
STARLINK-6209,2023-083B,2026-06-23T19:22:05.625120,15.27561819,.00019199,43.0029,205.5616,293.1616,66.9033,0,U,56877,999,16786,-.55166718E-4,-.1779E-4,0
STARLINK-6182,2023-083C,2026-06-23T18:58:13.265184,15.27574922,.00008495,43.0004,206.2986,277.9806,82.0949,0,U,56878,999,16785,.8124014E-5,-.38E-6,0
STARLINK-5707,2023-083D,2026-06-23T19:03:46.482336,15.27573797,.00012955,43.0019,206.3243,289.4010,70.6702,0,U,56879,999,16785,-.95772E-5,-.526E-5,0
STARLINK-6177,2023-083E,2026-06-23T13:40:35.374368,15.27572959,.00015328,43.0019,207.2233,278.3094,81.7583,0,U,56880,999,16782,-.38200962E-4,-.1313E-4,0
STARLINK-5853,2023-083F,2026-06-23T19:09:19.495584,15.27582484,.00012774,43.0019,206.3509,298.1182,61.9541,0,U,56881,999,16785,-.19809728E-4,-.807E-5,0
STARLINK-6175,2023-083G,2026-06-23T04:06:24.132096,15.27577328,.00016365,43.0009,209.3867,265.7321,94.3344,0,U,56882,999,16776,.23601098E-4,.387E-5,0
STARLINK-6171,2023-083H,2026-06-23T13:20:14.016192,15.27575887,.0001802,43.0017,207.1132,273.7275,86.3371,0,U,56883,999,16782,.59981619E-4,.1388E-4,0
STARLINK-5515,2023-083J,2026-06-23T19:18:21.774816,15.27575450,.00016977,43.0044,205.5397,272.2116,87.8541,0,U,56884,999,16786,.11772944E-4,.62E-6,0
STARLINK-5095,2023-083K,2026-06-23T13:25:47.191872,15.27577068,.0002136,43.0020,207.1408,278.5157,81.5453,0,U,56885,999,16782,.33705469E-4,.665E-5,0
STARLINK-5496,2023-083L,2026-06-23T19:23:54.704256,15.27575969,.00021113,43.0033,205.5692,285.6168,74.4451,0,U,56886,999,16786,.32270769E-4,.626E-5,0
STARLINK-6180,2023-083M,2026-06-23T19:41:54.965184,15.27576937,.00019583,43.0030,209.9295,282.6284,77.4348,0,U,56887,999,16781,.11481477E-4,.54E-6,0
STARLINK-6181,2023-083N,2026-06-23T18:44:33.455328,15.27571819,.00012519,43.0009,209.6343,275.3041,84.7668,0,U,56888,999,16781,.61673895E-4,.1435E-4,0
STARLINK-6169,2023-083P,2026-06-23T19:27:36.697824,15.27577053,.00019947,43.0032,205.5831,281.5138,78.5490,0,U,56889,999,16785,.19700501E-4,.28E-5,0
STARLINK-5528,2023-083Q,2026-06-23T08:53:42.645408,15.27577047,.00014918,43.0018,211.7113,263.5031,96.5651,0,U,56890,999,16775,.33143979E-4,.65E-5,0
STARLINK-6213,2023-083R,2026-06-23T19:33:10.899936,15.27576895,.0001858,43.0033,205.6136,271.8690,88.1949,0,U,56891,999,16786,.62708819E-4,.1463E-4,0
STARLINK-6219,2023-083S,2026-06-23T19:10:26.256864,15.27590945,.00010892,43.0003,209.7648,282.4277,77.6452,0,U,56892,999,16781,.79697553E-4,.1932E-4,0
STARLINK-6216,2023-083T,2026-06-23T08:39:37.194624,15.27577626,.00016042,42.9992,208.2263,264.4600,95.6069,0,U,56893,999,16791,.32880765E-4,.643E-5,0
STARLINK-6144,2023-083U,2026-06-23T12:11:17.032992,15.27574224,.00019128,43.0017,211.0235,279.0194,81.0441,0,U,56894,999,16789,-.954327E-6,-.289E-5,0
STARLINK-6208,2023-083V,2026-06-23T19:04:54.480000,15.27576026,.00011269,43.0000,209.7372,276.7410,83.3314,0,U,56895,999,16781,.16334025E-4,.187E-5,0
STARLINK-6202,2023-083W,2026-06-23T09:34:25.078368,15.27572506,.00012869,42.9979,211.9182,274.4085,85.6619,0,U,56896,999,16786,-.26556446E-4,-.993E-5,0
STARLINK-6200,2023-083X,2026-06-23T18:55:39.477504,15.27574304,.00012359,43.0001,209.6879,272.1029,87.9681,0,U,56897,999,16792,.7098062E-5,-.67E-6,0
STARLINK-6205,2023-083Y,2026-06-23T18:53:22.606944,15.27574484,.00010951,43.0023,202.8549,288.9648,71.1085,0,U,56898,999,16800,-.4062588E-5,-.374E-5,0
STARLINK-6203,2023-083Z,2026-06-23T19:22:46.172640,15.27614535,.00018795,43.0032,202.1514,267.5389,92.5248,0,U,56899,999,16800,-.18288314E-3,-.5297E-4,0
STARLINK-6207,2023-083AA,2026-06-23T17:48:50.779296,15.27578081,.00012629,42.9992,192.0901,275.2293,84.8414,0,U,56900,999,16798,.9344724E-5,-.5E-7,0
STARLINK-6185,2023-083AB,2026-06-23T18:42:16.602912,15.27573275,.00010929,43.0010,202.7969,271.3372,88.7354,0,U,56901,999,16800,-.748058E-6,-.283E-5,0
STARLINK-6195,2023-083AC,2026-06-23T17:52:32.804832,15.27575565,.00010828,42.9997,192.1062,273.6006,86.4722,0,U,56902,999,16812,.16079707E-4,.18E-5,0
STARLINK-6192,2023-083AD,2026-06-23T13:20:57.029568,15.27574881,.000164,43.0018,203.7008,268.0317,92.0347,0,U,56903,999,16797,-.6647359E-5,-.445E-5,0
STARLINK-6193,2023-083AE,2026-06-24T07:30:21.177504,15.27593116,.00024154,43.0060,188.6285,273.6694,86.3881,0,U,56904,999,16810,-.13789255E-3,-.4057E-4,0
STARLINK-6183,2023-083AF,2026-06-24T00:21:54.623520,15.27577176,.00010052,43.0017,189.8463,286.0558,74.0183,0,U,56905,999,16806,.13445893E-4,.108E-5,0
STARLINK-6098,2023-083AG,2026-06-23T18:16:23.655360,15.27574659,.00008894,42.9995,191.3742,312.4465,47.6312,0,U,56906,999,16802,.5712836E-5,-.105E-5,0
STARLINK-6110,2023-083AH,2026-06-24T23:59:48.450048,15.27577736,.0001159,43.0037,184.3324,269.3675,90.7044,0,U,56907,999,16832,.67432E-5,-.77E-6,0
STARLINK-6186,2023-083AJ,2026-06-23T18:36:44.743968,15.27569132,.00012441,43.0018,191.4730,270.2390,89.8319,0,U,56908,999,16802,-.64811291E-4,-.2044E-4,0
STARLINK-5999,2023-083AK,2026-06-23T17:58:05.832768,15.27575012,.00005918,43.0028,192.1379,251.6663,108.4124,0,U,56909,999,16812,-.27982904E-4,-.1032E-4,0
STARLINK-6179,2023-083AL,2026-06-24T07:21:06.008256,15.27577587,.00018519,43.0034,188.5806,279.2202,80.8440,0,U,56910,999,16809,-.4036731E-5,-.373E-5,0
STARLINK-6116,2023-083AM,2026-06-25T00:14:36.628224,15.27581383,.000141,43.0026,184.4018,280.4802,79.5891,0,U,56911,999,16821,-.54401E-6,-.277E-5,0
STARLINK-5805,2023-083AN,2026-06-23T12:46:01.477056,15.27574622,.00012202,43.0008,193.0857,264.4680,95.6032,0,U,56912,999,16798,.6489966E-5,-.83E-6,0
STARLINK-5950,2023-083AP,2026-06-23T18:31:11.417088,15.27575798,.00018841,43.0029,191.4482,279.0292,81.0346,0,U,56913,999,16802,.18828461E-4,.256E-5,0
STARLINK-5961,2023-083AQ,2026-06-24T00:20:03.380064,15.27578396,.00011947,43.0025,189.8227,290.8295,69.2428,0,U,56914,999,16806,.21884065E-4,.34E-5,0
STARLINK-5965,2023-083AR,2026-06-25T03:39:34.475904,15.27579174,.00017,43.0018,183.7512,275.0782,84.9875,0,U,56915,999,16823,.41205E-4,.872E-5,0
STARLINK-5973,2023-083AS,2026-06-24T07:13:41.586528,15.27577342,.00017109,43.0019,188.5351,264.4740,95.5916,0,U,56916,999,16807,.30163217E-4,.568E-5,0
STARLINK-5971,2023-083AT,2026-06-23T12:51:34.383168,15.27574909,.00013956,43.0006,193.1145,266.8009,93.2683,0,U,56917,999,16798,.15353384E-4,.16E-5,0
STARLINK-5951,2023-083AU,2026-06-25T00:12:45.474624,15.27577644,.0001553,43.0033,184.3842,281.5910,78.4768,0,U,56918,999,16821,.19183E-4,.266E-5,0
STARLINK-5966,2023-083AV,2026-06-23T11:52:21.735264,15.27576168,.00014114,43.0024,192.8088,299.2328,60.8382,0,U,56919,999,16798,.9043304E-5,-.13E-6,0
STARLINK-5960,2023-083AW,2026-06-23T18:34:53.211936,15.27578678,.00015114,43.0026,191.4591,274.5249,85.5430,0,U,56920,999,16802,.13687937E-4,.114E-5,0
STARLINK-5958,2023-083AX,2026-06-23T18:14:32.259840,15.27577723,.00012324,43.0021,191.3555,288.5083,71.5634,0,U,56921,999,16802,.11024678E-4,.41E-6,0
STARLINK-5937,2023-083AY,2026-06-23T17:43:17.702976,15.27573463,.00011978,43.0001,192.0470,267.0309,93.0406,0,U,56922,999,16801,-.7402585E-5,-.466E-5,0
STARLINK-5952,2023-083AZ,2026-06-25T00:18:18.403200,15.27577885,.00017,43.0035,184.4133,283.5098,76.5564,0,U,56923,999,16821,.46297E-4,.1012E-4,0
STARLINK-5731,2023-083BA,2026-06-23T17:37:44.356224,15.27576097,.00013683,43.0006,192.0186,268.1636,91.9059,0,U,56924,999,16812,.22436812E-4,.355E-5,0
STARLINK-5733,2023-083BB,2026-06-23T12:34:54.949440,15.27570324,.00013772,43.0008,193.0238,261.7274,98.3421,0,U,56925,999,16798,-.42244468E-4,-.1424E-4,0
STARLINK-5746,2023-083BC,2026-06-24T07:19:14.715552,15.27575641,.00014569,43.0013,188.5641,268.1694,91.8991,0,U,56926,999,16810,.15723196E-4,.17E-5,0
STARLINK-5808,2023-083BD,2026-06-23T05:04:07.963392,15.27576216,.00013067,43.0035,103.8191,268.8315,91.2387,0,U,56927,999,16898,.25243378E-4,.432E-5,0
GEISAT PRECURSOR,2023-084C,2026-06-25T04:09:45.837216,15.34748890,.000433,97.6226,317.3902,324.5196,35.5758,0,U,56934,999,16875,.2326E-3,.7752E-4,0
NUSAT-40 (C SHOEMAKER),2023-084M,2026-06-25T02:01:53.761728,15.77578924,.0004814,97.4859,323.2248,220.5719,139.5188,0,U,56943,999,17005,.78709E-3,.132304E-2,0
NUSAT-41 (C PAYNE-G),2023-084N,2026-06-25T04:03:47.100960,15.29760715,.0005655,97.5520,313.0097,294.7019,65.3632,0,U,56944,999,16900,.41421E-3,.11874E-3,0
GREGOIRE,2023-084Q,2026-06-24T22:49:49.275264,15.38479722,.0004695,97.6243,320.1297,291.7035,68.3709,0,U,56946,999,16890,.23848E-3,.897E-4,0
BLACKJACK ACES-3,2023-084U,2026-06-24T22:42:04.692960,15.18536157,.000192,97.6215,311.1960,17.2769,342.8530,0,U,56950,999,16834,.25015E-3,.5095E-4,0
RUNNER-1 (TYVAK-1005),2023-084X,2026-06-24T22:34:41.783232,15.37854111,.0006587,97.6241,318.3353,286.7343,73.3178,0,U,56953,999,16879,.28678E-3,.10592E-3,0
BLACKJACK ACES-2,2023-084Z,2026-06-25T00:25:36.509088,15.18563216,.0000713,97.6210,311.3531,102.3967,257.7347,0,U,56955,999,16836,.32126E-3,.657E-4,0
BLACKJACK ACES-1,2023-084AA,2026-06-25T00:08:09.962304,15.18539359,.0001118,97.6199,311.1139,125.2777,234.8561,0,U,56956,999,11808,.35114E-3,.7183E-4,0
ION SCV-011,2023-084AB,2026-06-25T02:47:44.956320,15.28915526,.0007439,98.1381,4.1311,20.3418,339.8115,0,U,56957,999,16702,.20464E-3,.5664E-4,0
GHOST-3,2023-084AC,2026-06-24T23:38:40.150752,15.48111021,.0005745,97.6216,324.9765,261.7962,98.2636,0,U,56958,999,16922,.35694E-3,.18657E-3,0
ORBITER SN3,2023-084AE,2026-06-25T05:06:53.420256,15.34736159,.0006548,97.6274,317.3031,309.0124,51.0535,0,U,56960,999,16872,.26578E-3,.8871E-4,0
TOMORROW-R2,2023-084AG,2026-06-25T02:28:36.873120,16.23393980,.0010626,97.6024,341.6101,251.5043,108.5092,0,U,56962,999,17033,.86188E-3,.2137942E-1,.25777E-5
ICEYE-X25,2023-084AH,2026-06-25T04:49:25.411584,15.61029468,.0003185,97.5885,323.0032,247.1753,112.9168,0,U,56963,999,16922,.63755E-3,.53717E-3,0
AFR-1,2023-084AJ,2026-06-25T03:40:38.205408,15.28614483,.0009312,97.6278,313.0363,316.5282,43.5222,0,U,56964,999,16844,.17209E-3,.4715E-4,0
NUSAT-42 (M WONENBURGER),2023-084AL,2026-06-25T04:39:15.432768,15.45663035,.0005667,97.5719,320.6263,211.6925,148.3983,0,U,56966,999,16931,.55961E-3,.26964E-3,0
LEMUR-2-EMBRIONOVIS,2023-084AQ,2026-06-25T03:23:11.929920,15.37730349,.0007463,97.6292,320.6469,287.0247,73.0179,0,U,56970,999,16890,.43505E-3,.16063E-3,0
AAC-HSI-SAT2,2023-084BX,2026-06-25T04:13:44.253696,15.20439072,.0013076,97.8257,326.7223,152.5107,207.6821,0,U,56995,999,16755,.1947E-3,.4181E-4,0
AAC-AIS-SAT2,2023-084BY,2026-06-25T04:15:56.628000,14.85542599,.0058018,98.1490,316.2620,72.6119,288.1429,0,U,56996,999,15456,.32878E-3,.2868E-4,0
2023-085A,2023-085A,2026-06-25T03:18:52.991712,15.30693016,.000652,97.4963,286.2274,14.1917,345.9505,0,U,57004,999,16778,.49268E-3,.1456E-3,0
2023-085J,2023-085J,2026-06-25T04:21:37.354176,15.34699694,.0005736,97.4943,288.7888,21.2181,338.9298,0,U,57012,999,16799,.5293E-3,.17749E-3,0
2023-085L,2023-085L,2026-06-25T04:16:58.393632,15.31907597,.0004813,97.4968,287.0627,34.0702,326.0847,0,U,57014,999,16784,.51117E-3,.15688E-3,0
2023-085V,2023-085V,2026-06-25T04:39:32.505408,15.33840109,.0006176,97.4953,287.9303,53.1534,307.0274,0,U,57023,999,16792,.53616E-3,.17497E-3,0
2023-085Y,2023-085Y,2026-06-25T03:56:57.920928,15.35880719,.0005703,97.4967,289.6732,48.7349,311.4385,0,U,57026,999,16804,.52603E-3,.18317E-3,0
2023-085AD,2023-085AD,2026-06-25T04:17:47.035104,15.35064767,.0009057,97.4956,288.9417,58.7698,301.4432,0,U,57031,999,16800,.5374E-3,.18247E-3,0
2023-085AJ,2023-085AJ,2026-06-25T04:24:25.835040,15.18198058,.0007776,97.4879,281.6212,61.4310,298.7705,0,U,57036,999,16753,.35595E-3,.7218E-4,0
2023-085AK,2023-085AK,2026-06-25T04:14:28.036032,15.18032127,.0007538,97.4871,281.4774,81.5525,278.6562,0,U,57037,999,16752,.36537E-3,.7375E-4,0
2023-085AL,2023-085AL,2026-06-25T03:20:38.594976,15.35126905,.000727,97.4953,288.6703,60.7137,299.4832,0,U,57038,999,16797,.54239E-3,.18446E-3,0
2023-085AS,2023-085AS,2026-06-25T04:00:29.556000,15.36928937,.0007608,97.4925,289.7906,62.2900,297.9115,0,U,57044,999,16807,.53435E-3,.19256E-3,0
NUSANTARA TIGA (SATRIA),2023-086A,2026-06-24T23:36:17.679744,1.00269365,.0002871,0.0357,356.9733,347.7331,68.4986,0,U,57045,999,983,0,-.226E-5,0
SHIYAN-25 (SY-25),2023-087A,2026-06-24T05:26:31.464384,16.01030713,.0009623,96.8218,237.7799,239.6829,120.3500,0,U,57047,999,17592,.14484E-3,.77641E-3,.44509E-5
STARLINK-5850,2023-088B,2026-06-23T20:14:53.598624,15.27576892,.00010458,43.0008,231.4755,268.9667,91.1065,0,U,57049,999,16675,.1319388E-5,-.226E-5,0
STARLINK-5845,2023-088C,2026-06-23T21:02:47.206464,15.27574884,.00018963,43.0023,230.8605,288.5539,71.5107,0,U,57050,999,16657,.10084872E-4,.15E-6,0
STARLINK-5839,2023-088D,2026-06-23T20:47:59.179488,15.27575120,.0001364,43.0031,230.7941,279.4948,80.5749,0,U,57051,999,16657,-.11354121E-4,-.575E-5,0
STARLINK-5860,2023-088E,2026-06-23T20:42:26.288064,15.27574111,.00012321,43.0024,230.7669,272.0786,87.9925,0,U,57052,999,16657,-.27666E-5,-.338E-5,0
STARLINK-5865,2023-088F,2026-06-23T10:31:26.815584,15.27581580,.00016892,43.0029,233.5947,280.8821,79.1840,0,U,57053,999,16650,.24476145E-4,.411E-5,0
STARLINK-5881,2023-088G,2026-06-23T20:46:08.164128,15.27573914,.00010332,43.0019,230.7810,280.6726,79.4009,0,U,57054,999,16657,-.9606851E-5,-.526E-5,0
STARLINK-6237,2023-088H,2026-06-24T00:01:51.783456,15.27584733,.00017774,43.0029,230.0815,314.6094,45.4612,0,U,57055,999,16659,.57620345E-4,.1324E-4,0
STARLINK-6353,2023-088J,2026-06-23T20:40:35.169024,15.27575310,.00011778,43.0013,230.7532,273.8419,86.2298,0,U,57056,999,16657,.23887204E-4,.395E-5,0
STARLINK-6223,2023-088K,2026-06-23T20:49:49.776672,15.27576241,.00012068,43.0025,230.7761,286.2650,73.8069,0,U,57057,999,16657,.6222949E-5,-.91E-6,0
STARLINK-6217,2023-088L,2026-06-23T20:35:01.974336,15.27574479,.00011198,43.0000,230.7264,274.8593,85.2131,0,U,57058,999,16657,.264955E-6,-.255E-5,0
STARLINK-6211,2023-088M,2026-06-23T20:36:52.811712,15.27576886,.00010824,43.0009,230.7228,274.8547,85.2181,0,U,57059,999,16657,-.2563252E-5,-.333E-5,0
STARLINK-6227,2023-088N,2026-06-23T14:09:22.004928,15.27571979,.00012405,43.0009,232.9969,266.5669,93.5041,0,U,57060,999,16652,.12260377E-4,.75E-6,0
STARLINK-5869,2023-088P,2026-06-23T20:58:22.543392,15.27576751,.00012503,43.0036,234.2432,275.2883,84.7826,0,U,57061,999,16555,.26821233E-4,.476E-5,0
STARLINK-5536,2023-088Q,2026-06-23T20:02:39.374016,15.27575934,.00017028,43.0045,216.6777,298.4850,61.5830,0,U,57062,999,16673,.13490114E-4,.109E-5,0
STARLINK-5832,2023-088R,2026-06-23T21:12:01.687968,15.27594416,.00026719,43.0039,230.9037,282.1753,77.8800,0,U,57063,999,16657,-.15014732E-3,-.4394E-4,0
STARLINK-5822,2023-088S,2026-06-23T20:59:04.857792,15.27573790,.00021017,43.0039,230.8379,298.7953,61.2687,0,U,57064,999,16559,.46207767E-4,.1009E-4,0
STARLINK-5830,2023-088T,2026-06-23T21:22:25.276512,15.27575111,.0001631,43.0016,234.3381,296.0898,63.9786,0,U,57065,999,16555,.333892E-6,-.253E-5,0
STARLINK-5827,2023-088U,2026-06-23T21:06:29.280384,15.27576671,.00021402,43.0049,230.8779,275.0079,85.0528,0,U,57066,999,16559,.539143E-5,-.114E-5,0
